IID,T1,T2,AGE,SEX,PC1,PC2,PC3,PC4,PC5,pop,super_pop
NA18858,2,2,32,2,0.0350536,-0.00409695,0.00152223,0.00210334,0.0111215,YRI,AFR
NA18861,1,1,61,2,0.0354865,-0.00454536,0.00182177,0.00152496,0.0161077,YRI,AFR
NA18864,2,2,54,2,0.0352891,-0.0044154,0.0008675,0.000624408,0.00800188,YRI,AFR
NA18865,2,2,30,1,0.0353653,-0.00412039,0.0011727,0.000916411,0.00733967,YRI,AFR
NA18867,2,1,30,2,0.0348155,-0.00452711,0.00237998,0.00233336,0.023531,YRI,AFR
NA18868,2,1,43,1,0.0352432,-0.00415006,0.00292385,0.00285522,0.0236521,YRI,AFR
NA18870,1,2,55,2,0.035639,-0.00419293,0.00303784,0.00191357,0.0289592,YRI,AFR
NA18871,2,2,50,1,0.0355345,-0.00421861,0.00248747,0.00138988,0.0275002,YRI,AFR
NA18873,1,1,21,2,0.0346929,-0.00422697,0.00252456,0.00271108,0.0251023,YRI,AFR
NA18874,2,2,46,1,0.0355944,-0.00430278,0.00213103,0.00137053,0.0182432,YRI,AFR
NA18876,1,1,63,2,0.034776,-0.00418442,0.000795147,0.00166614,0.0127682,YRI,AFR
NA18877,2,2,46,1,0.035412,-0.00428781,0.000762801,0.000909752,0.0110517,YRI,AFR
NA18878,1,1,56,2,0.0350916,-0.00397154,0.00155617,0.00131457,0.00711235,YRI,AFR
NA18879,1,2,48,1,0.0351716,-0.00409153,0.000844084,0.00170532,0.009702,YRI,AFR
NA18881,1,1,62,2,0.0353195,-0.00404179,0.000204049,0.000451826,0.0039461,YRI,AFR
NA18907,1,2,34,2,0.0353224,-0.00448929,0.00166041,0.00150524,0.0174823,YRI,AFR
NA18908,1,2,47,1,0.035344,-0.00428036,0.00236837,0.00327298,0.0270602,YRI,AFR
NA18909,1,2,36,2,0.0355895,-0.00445077,0.00130542,0.0012905,0.015126,YRI,AFR
NA18910,1,1,62,1,0.0350112,-0.00400325,0.00321092,0.00242626,0.0253654,YRI,AFR
NA18912,1,1,30,2,0.0354416,-0.00457912,0.00233112,0.00196466,0.0245251,YRI,AFR
NA18915,1,1,44,1,0.0356853,-0.00428907,0.000910526,-4.98064e-05,0.00993524,YRI,AFR
NA18916,1,1,59,2,0.0352389,-0.00409552,0.00154564,0.00182454,0.013753,YRI,AFR
NA18917,2,2,53,1,0.0351488,-0.00434474,0.00178346,-7.93061e-05,0.0158798,YRI,AFR
NA18923,1,1,51,1,0.0355772,-0.00437938,0.00153254,0.000655063,0.0192581,YRI,AFR
NA18924,2,2,69,2,0.035234,-0.00431241,0.00109901,-0.00010354,0.0178494,YRI,AFR
NA18933,2,1,39,2,0.0356367,-0.00419055,0.00105275,7.12056e-05,0.0200458,YRI,AFR
NA18934,1,1,39,1,0.0353719,-0.0040591,0.00140121,0.000180151,0.0179823,YRI,AFR
NA18939,1,1,58,2,-0.0152853,-0.0327955,0.00532883,0.00682139,0.0287176,JPT,EAS
NA18940,1,1,48,1,-0.0152808,-0.0327765,0.00538287,0.0098149,0.0284257,JPT,EAS
NA18941,1,1,52,2,-0.015236,-0.0332565,0.0047509,0.00834338,0.0240346,JPT,EAS
NA18942,2,2,55,2,-0.0150987,-0.033092,0.00620091,0.0102995,0.0266328,JPT,EAS
NA18943,1,2,58,1,-0.0155038,-0.0333918,0.00506124,0.0106587,0.0200169,JPT,EAS
NA18944,2,1,56,1,-0.0154752,-0.0329948,0.00607624,0.00998692,0.0287395,JPT,EAS
NA18945,1,1,51,1,-0.0151661,-0.0329678,0.00675166,0.00960593,0.0283758,JPT,EAS
NA18946,1,1,43,2,-0.0150206,-0.0328465,0.00547023,0.00743539,0.0284952,JPT,EAS
NA18947,1,2,42,2,-0.0151964,-0.0328504,0.0050148,0.0094684,0.0282278,JPT,EAS
NA18948,1,1,67,1,-0.0154175,-0.0325562,0.00582145,0.0087462,0.0265294,JPT,EAS
NA18949,1,1,53,2,-0.0154003,-0.0327684,0.00691976,0.00940578,0.0278892,JPT,EAS
NA18950,1,1,49,2,-0.0152371,-0.0334262,0.0068662,0.0103731,0.0369416,JPT,EAS
NA18951,2,1,66,2,-0.0153392,-0.0331234,0.00640216,0.0102451,0.02647,JPT,EAS
NA18952,1,1,47,1,-0.0154169,-0.0329105,0.00624883,0.00916614,0.024883,JPT,EAS
NA18953,1,2,45,1,-0.0156405,-0.0330142,0.00811083,0.00976199,0.0382629,JPT,EAS
NA18954,1,2,53,2,-0.0152913,-0.0330356,0.00469066,0.00883245,0.022561,JPT,EAS
NA18956,2,2,45,2,-0.0150494,-0.0324308,0.00441106,0.00839212,0.0269983,JPT,EAS
NA18957,1,1,50,2,-0.0152553,-0.0325004,0.00483958,0.00679454,0.0297404,JPT,EAS
NA18959,1,1,58,1,-0.0149348,-0.032726,0.00612606,0.0099376,0.0335144,JPT,EAS
NA18960,1,1,46,1,-0.0150617,-0.0332875,0.00637301,0.00968434,0.0305165,JPT,EAS
NA18961,1,2,57,1,-0.0154469,-0.0330727,0.00771871,0.0096194,0.0386419,JPT,EAS
NA18962,1,2,36,1,-0.0150439,-0.0322973,0.00385468,0.00832504,0.0286532,JPT,EAS
NA18963,1,2,54,2,-0.0150752,-0.0330069,0.00596325,0.00965028,0.0296708,JPT,EAS
NA18964,1,1,26,2,-0.0152478,-0.0325504,0.00770219,0.0105499,0.0394027,JPT,EAS
NA18965,1,1,67,1,-0.015371,-0.0333737,0.00608919,0.00906223,0.0242644,JPT,EAS
NA18966,2,1,41,1,-0.0151112,-0.0330664,0.00490754,0.0076785,0.0301664,JPT,EAS
NA18967,2,2,54,1,-0.0150631,-0.0329494,0.00574839,0.00623008,0.0292724,JPT,EAS
NA18968,1,1,60,2,-0.014926,-0.0328498,0.00505747,0.00661378,0.0282829,JPT,EAS
NA18969,1,2,56,2,-0.0154495,-0.0326695,0.00522131,0.00807561,0.0279078,JPT,EAS
NA18970,1,2,74,1,-0.0152881,-0.0331314,0.00655037,0.00831395,0.0271629,JPT,EAS
NA18971,2,1,56,1,-0.0151764,-0.0327051,0.00528596,0.006777,0.0263439,JPT,EAS
NA18972,2,1,54,2,-0.0152509,-0.0323854,0.00606123,0.00684271,0.0280782,JPT,EAS
NA18973,1,1,57,2,-0.0152755,-0.0326152,0.00611933,0.00825748,0.0240272,JPT,EAS
NA18974,1,1,41,1,-0.0151422,-0.032996,0.00564247,0.0079842,0.027775,JPT,EAS
NA18975,1,1,46,2,-0.0150881,-0.0325763,0.00501762,0.00710554,0.0285184,JPT,EAS
NA18976,1,2,54,2,-0.0150167,-0.033634,0.00439908,0.00776526,0.0197974,JPT,EAS
NA18977,2,1,28,1,-0.015226,-0.0325654,0.00600636,0.00722698,0.0269431,JPT,EAS
NA18978,1,1,40,2,-0.0147951,-0.0324765,0.00446184,0.00786462,0.0287441,JPT,EAS
NA18979,1,2,48,2,-0.0151388,-0.0328207,0.00522075,0.0083971,0.02535,JPT,EAS
NA18980,1,2,48,2,-0.0154502,-0.0324857,0.00511994,0.00855679,0.0225497,JPT,EAS
NA18981,2,2,51,2,-0.0150617,-0.0324945,0.00462502,0.00730314,0.0261222,JPT,EAS
NA18982,1,1,45,1,-0.0151649,-0.0321833,0.00688862,0.0100946,0.0372191,JPT,EAS
NA18983,1,2,36,1,-0.0152108,-0.0328638,0.00769877,0.00938165,0.0409241,JPT,EAS
NA18984,1,2,49,1,-0.0151126,-0.0326129,0.00595739,0.00995144,0.0392422,JPT,EAS
NA18985,1,2,51,1,-0.0155851,-0.0325393,0.00696965,0.00943999,0.032193,JPT,EAS
NA18986,1,1,47,1,-0.0148295,-0.0325328,0.00675182,0.00993147,0.0373034,JPT,EAS
NA18987,1,1,42,2,-0.015316,-0.0323817,0.00641242,0.00787906,0.0284008,JPT,EAS
NA18988,2,2,54,1,-0.0150073,-0.0328097,0.00604877,0.00955519,0.0371616,JPT,EAS
NA18989,1,2,47,1,-0.0151061,-0.0325913,0.00695061,0.00956955,0.0380004,JPT,EAS
NA18990,1,2,56,1,-0.0151109,-0.0331451,0.00622233,0.00895946,0.0284117,JPT,EAS
NA18991,1,1,64,2,-0.0152971,-0.0326273,0.0052837,0.00848954,0.0262885,JPT,EAS
NA18992,1,1,38,2,-0.0152743,-0.0323972,0.00430663,0.00736898,0.027738,JPT,EAS
NA18993,1,2,56,2,-0.0152241,-0.0325439,0.00579094,0.00735327,0.0273331,JPT,EAS
NA18994,2,2,44,1,-0.01518,-0.0331243,0.00471236,0.00760653,0.0304574,JPT,EAS
NA18995,1,1,47,1,-0.0154002,-0.0328486,0.00556149,0.00830144,0.0256392,JPT,EAS
NA18997,1,1,54,2,-0.0152848,-0.0330262,0.0051801,0.00806007,0.0238532,JPT,EAS
NA18998,1,2,59,2,-0.0149146,-0.0328052,0.00463176,0.0069632,0.0301565,JPT,EAS
NA18999,1,2,54,2,-0.0153098,-0.0327293,0.00661033,0.0101747,0.0348347,JPT,EAS
NA19000,2,1,47,1,-0.0150133,-0.0328156,0.0077565,0.00921597,0.0373338,JPT,EAS
NA19001,1,1,47,2,-0.0151613,-0.0327589,0.00431287,0.00792966,0.0273156,JPT,EAS
NA19002,2,2,49,2,-0.0152923,-0.0320377,0.00489456,0.0095622,0.0283759,JPT,EAS
NA19003,1,1,51,2,-0.0154204,-0.0329056,0.00792301,0.00922761,0.0358962,JPT,EAS
NA19004,2,2,51,1,-0.0154107,-0.0331149,0.00685991,0.00854745,0.0372845,JPT,EAS
NA19005,1,1,42,1,-0.0151204,-0.0325166,0.00457855,0.00893918,0.0290153,JPT,EAS
NA19006,1,2,38,1,-0.0155197,-0.0331666,0.00628079,0.00881373,0.0233949,JPT,EAS
NA19007,1,2,62,1,-0.0153856,-0.0326345,0.00734931,0.0105582,0.0364766,JPT,EAS
NA19009,2,1,58,1,-0.0153112,-0.0325504,0.00541456,0.00823669,0.0295634,JPT,EAS
NA19010,1,1,50,2,-0.0152247,-0.032748,0.00642555,0.0076898,0.0308973,JPT,EAS
NA19011,1,1,36,2,-0.015114,-0.032747,0.00512033,0.00850443,0.0235966,JPT,EAS
NA19012,1,1,40,1,-0.0153093,-0.0328585,0.00680158,0.0102046,0.0379426,JPT,EAS
NA19017,2,2,30,2,0.0333006,-0.00325988,0.000252979,0.000855394,0.0495833,LWK,AFR
NA19019,2,1,65,2,0.0325438,-0.00311166,0.000490589,0.000897645,0.0500011,LWK,AFR
NA19020,1,1,48,1,0.0324822,-0.00306681,0.000151344,0.000363147,0.050503,LWK,AFR
NA19023,2,2,55,2,0.033414,-0.00359958,0.000917895,0.000681965,0.0480604,LWK,AFR
NA19024,1,2,49,2,0.0324889,-0.00321792,-0.000247286,0.00159055,0.0473813,LWK,AFR
NA19025,2,2,57,1,0.0324445,-0.00386217,0.000476534,0.00141216,0.0500568,LWK,AFR
NA19026,1,1,53,1,0.0324841,-0.0029752,-0.000509088,0.00140622,0.052604,LWK,AFR
NA19027,2,2,29,1,0.0312931,-0.00267055,0.000263579,0.00140623,0.0571713,LWK,AFR
NA19028,2,1,52,1,0.0316432,-0.00279373,0.000400656,0.000662309,0.0519437,LWK,AFR
NA19030,2,2,57,2,0.0329051,-0.00325707,-0.000238233,0.000892338,0.0467397,LWK,AFR
NA19031,2,2,53,1,0.0320046,-0.00290893,0.000383657,0.000887604,0.0527412,LWK,AFR
NA19035,2,1,45,1,0.0321863,-0.00286125,0.000556641,0.000750849,0.0526492,LWK,AFR
NA19036,2,1,60,2,0.0327845,-0.00319299,-0.000275635,0.000674581,0.0506527,LWK,AFR
NA19037,2,2,44,2,0.0324841,-0.00316166,0.000254537,0.00224937,0.052241,LWK,AFR
NA19038,2,2,74,2,0.0327544,-0.00298866,0.000360814,0.000593672,0.0513545,LWK,AFR
NA19041,1,1,53,1,0.032321,-0.00297714,0.000487842,0.00079787,0.0504123,LWK,AFR
NA19042,2,2,55,2,0.0314355,-0.00286678,0.00103577,0.00238652,0.0519095,LWK,AFR
NA19043,2,2,51,1,0.0323122,-0.00272503,3.93702e-05,0.0017566,0.0454404,LWK,AFR
NA19054,2,2,69,2,-0.0151583,-0.0329311,0.00712906,0.0092592,0.0380644,JPT,EAS
NA19055,1,1,65,1,-0.0153455,-0.0331072,0.00664919,0.00894321,0.0381842,JPT,EAS
NA19056,1,1,45,1,-0.015335,-0.0326191,0.00571428,0.0102457,0.0398232,JPT,EAS
NA19057,1,1,47,2,-0.0154038,-0.032311,0.00649707,0.0102491,0.0359232,JPT,EAS
NA19058,2,2,61,1,-0.0152493,-0.0329982,0.00766864,0.0105763,0.0362181,JPT,EAS
NA19059,2,1,36,2,-0.0154789,-0.0326373,0.00670347,0.0102408,0.0374091,JPT,EAS
NA19060,1,2,46,1,-0.0152846,-0.0329512,0.00732455,0.00963706,0.0387209,JPT,EAS
NA19062,1,1,65,1,-0.0152323,-0.0327576,0.00770693,0.00947532,0.0338288,JPT,EAS
NA19063,2,2,56,1,-0.0151686,-0.0332219,0.0067808,0.0100075,0.037982,JPT,EAS
NA19064,1,2,39,2,-0.0152054,-0.033211,0.00704909,0.0102416,0.0341953,JPT,EAS
NA19065,2,2,57,2,-0.0152373,-0.0324891,0.00783216,0.0101789,0.0391895,JPT,EAS
NA19066,1,2,46,1,-0.0152343,-0.0326362,0.00747619,0.0102093,0.0390414,JPT,EAS
NA19067,2,2,49,1,-0.0152288,-0.0329133,0.00616571,0.011132,0.0337973,JPT,EAS
NA19068,2,1,42,1,-0.0153218,-0.0327923,0.00829276,0.0100254,0.0369217,JPT,EAS
NA19070,1,1,38,1,-0.0153057,-0.0323858,0.00671693,0.0100499,0.0368827,JPT,EAS
NA19072,2,2,53,1,-0.0153097,-0.0327968,0.00553751,0.00977048,0.0254155,JPT,EAS
NA19074,2,1,40,2,-0.0153407,-0.0332234,0.00614544,0.00768996,0.0271985,JPT,EAS
NA19075,2,1,53,1,-0.0154237,-0.0325895,0.00647435,0.0092428,0.0273847,JPT,EAS
NA19076,1,2,40,1,-0.0157223,-0.0326114,0.00583215,0.00944405,0.027302,JPT,EAS
NA19077,2,2,45,2,-0.0152,-0.0327665,0.00542259,0.00882699,0.02882,JPT,EAS
NA19078,1,2,47,2,-0.0153827,-0.0324343,0.00526635,0.00869711,0.0275779,JPT,EAS
NA19079,1,1,54,1,-0.0151931,-0.0332348,0.00649662,0.00727746,0.0254785,JPT,EAS
NA19080,1,2,55,2,-0.0153067,-0.033064,0.00543867,0.00997043,0.0259392,JPT,EAS
NA19081,2,2,36,2,-0.0153784,-0.0328262,0.0053157,0.00749099,0.0300905,JPT,EAS
NA19082,1,1,49,1,-0.0152639,-0.0325294,0.00454267,0.0091011,0.027522,JPT,EAS
NA19083,1,2,68,1,-0.0149919,-0.0326031,0.00607389,0.00820078,0.0276188,JPT,EAS
NA19084,2,1,53,2,-0.0154964,-0.0328211,0.0055811,0.00822715,0.029816,JPT,EAS
NA19085,1,2,61,1,-0.0153071,-0.0325872,0.0050948,0.00784549,0.0271365,JPT,EAS
NA19086,1,2,44,1,-0.0152121,-0.0327332,0.00514688,0.00726955,0.0279011,JPT,EAS
NA19087,2,1,47,2,-0.0153339,-0.0331254,0.00784955,0.00942621,0.0314172,JPT,EAS
NA19088,1,1,41,1,-0.0153834,-0.0330796,0.00689761,0.0107808,0.0311798,JPT,EAS
NA19089,2,2,50,1,-0.0151446,-0.0329573,0.00612262,0.00770665,0.0238946,JPT,EAS
NA19090,1,2,38,2,-0.0153584,-0.033483,0.00489087,0.00964898,0.0193312,JPT,EAS
NA19091,1,2,47,1,-0.0153862,-0.0332449,0.00591601,0.00865908,0.0225168,JPT,EAS
NA19092,2,2,43,1,0.0351169,-0.00447216,0.0024664,0.00316509,0.0215622,YRI,AFR
NA19093,2,2,47,2,0.0350766,-0.00438867,0.00213472,0.00268215,0.0235458,YRI,AFR
NA19095,1,2,37,2,0.0355006,-0.00407576,0.00121204,0.000307515,0.0159291,YRI,AFR
NA19096,2,1,48,1,0.0355247,-0.00417815,0.000714541,-0.000672454,0.0123453,YRI,AFR
NA19098,1,1,40,1,0.0351327,-0.00402119,0.000351321,-0.000605587,0.0155965,YRI,AFR
NA19099,2,2,43,2,0.0356521,-0.00416679,6.49477e-05,0.00116726,0.0110921,YRI,AFR
NA19102,2,2,40,2,0.0352098,-0.00397759,0.00231263,0.00139145,0.0222667,YRI,AFR
NA19107,1,1,42,1,0.0351367,-0.00394134,0.000910447,0.00214411,0.0173396,YRI,AFR
NA19108,2,1,58,2,0.0353273,-0.00424126,0.00145894,0.00179701,0.0154739,YRI,AFR
NA19113,1,2,25,1,0.0350847,-0.00439362,0.000786817,-0.000206763,0.015476,YRI,AFR
NA19114,1,2,28,2,0.0351617,-0.00413773,0.00133175,0.00202354,0.0134467,YRI,AFR
NA19116,2,1,56,2,0.035237,-0.00447766,0.00289607,0.00250467,0.0278386,YRI,AFR
NA19117,1,2,60,1,0.0354088,-0.00437244,0.000717266,0.000121479,0.0148457,YRI,AFR
NA19118,2,2,57,2,0.0343344,-0.0038454,0.00143753,-0.000126579,0.014412,YRI,AFR
NA19119,1,1,41,1,0.0355458,-0.0043342,0.000436804,0.000212591,0.0157808,YRI,AFR
NA19121,2,2,47,1,0.0353549,-0.00417711,0.000998355,9.40199e-05,0.0133442,YRI,AFR
NA19129,1,1,64,2,0.0347598,-0.00420937,0.00182205,0.00171273,0.0129965,YRI,AFR
NA19130,1,1,35,1,0.0349606,-0.00452978,0.00277522,0.00282605,0.0230496,YRI,AFR
NA19131,2,1,59,2,0.0354075,-0.00433627,0.00102452,-0.000965042,0.015442,YRI,AFR
NA19137,2,1,54,2,0.0354501,-0.00401623,0.0006258,0.000419288,0.0152697,YRI,AFR
NA19138,1,1,35,1,0.0354608,-0.00412564,0.00104133,-0.000120556,0.0175313,YRI,AFR
NA19141,1,1,57,1,0.0353011,-0.00421629,0.00138306,0.000751588,0.0190591,YRI,AFR
NA19143,2,2,60,2,0.0355908,-0.00407902,0.0012323,-0.000209712,0.0149762,YRI,AFR
NA19144,1,1,51,1,0.0355248,-0.00421747,0.00111783,-0.000230707,0.0170189,YRI,AFR
NA19146,2,2,54,1,0.0357611,-0.00426196,0.00163838,-0.000904263,0.0175806,YRI,AFR
NA19147,2,2,47,2,0.0351521,-0.00427725,0.00108245,0.00185329,0.014008,YRI,AFR
NA19149,2,2,44,2,0.0356837,-0.00430781,0.00102547,0.000103186,0.018643,YRI,AFR
NA19152,1,2,28,2,0.0356247,-0.00475806,0.000578149,-0.000335347,0.0134332,YRI,AFR
NA19153,2,2,60,1,0.0354226,-0.00397269,0.00131995,-0.000668932,0.014545,YRI,AFR
NA19159,2,2,42,2,0.0351857,-0.00437586,0.000256959,0.000156328,0.0172221,YRI,AFR
NA19160,2,1,62,1,0.0353401,-0.00423328,0.00133364,0.000602794,0.0162945,YRI,AFR
NA19171,2,2,65,1,0.0352299,-0.00390961,0.00137052,-0.00039738,0.0138961,YRI,AFR
NA19172,1,1,42,2,0.0350787,-0.00415279,0.00271305,0.00219007,0.0311617,YRI,AFR
NA19175,2,2,39,1,0.0353509,-0.00422325,0.000463476,-0.000384215,0.0160148,YRI,AFR
NA19184,2,2,41,1,0.0352042,-0.00430315,0.000797806,-3.04085e-05,0.0180683,YRI,AFR
NA19185,2,1,59,2,0.0354869,-0.00422726,0.00081196,-0.000124382,0.0164917,YRI,AFR
NA19189,1,1,40,1,0.0348373,-0.0040625,0.00172553,0.0011853,0.0192277,YRI,AFR
NA19190,2,2,49,2,0.0349449,-0.00443732,0.00181109,0.00185472,0.0151223,YRI,AFR
NA19197,2,1,40,2,0.0354699,-0.00423203,0.00125461,2.78403e-05,0.0197987,YRI,AFR
NA19198,1,1,28,1,0.0351444,-0.00444329,0.00201854,-0.000253132,0.0200675,YRI,AFR
NA19200,1,2,25,1,0.0352483,-0.0043807,0.00149596,-0.000528737,0.0198169,YRI,AFR
NA19201,2,2,58,2,0.0356891,-0.00375215,0.00127831,0.000252373,0.020436,YRI,AFR
NA19204,2,2,49,2,0.0352756,-0.00445026,0.000373344,-0.000386333,0.0143109,YRI,AFR
NA19206,1,1,55,2,0.0352719,-0.00411369,0.00086199,0.000140625,0.0201208,YRI,AFR
NA19207,2,1,45,1,0.0354165,-0.00442959,0.00094731,0.000416722,0.0194858,YRI,AFR
NA19209,2,1,25,2,0.0354468,-0.00448221,0.00143118,-0.000397152,0.0157289,YRI,AFR
NA19210,1,1,39,1,0.0354871,-0.0038382,0.000256747,0.000262773,0.0167303,YRI,AFR
NA19213,1,2,48,1,0.0351201,-0.0043172,0.00210341,0.00198967,0.0272336,YRI,AFR
NA19214,2,2,68,2,0.035608,-0.00452678,0.00116096,-0.00059388,0.0145648,YRI,AFR
NA19222,2,2,46,2,0.0352225,-0.00426261,0.000902001,-0.000104625,0.0171614,YRI,AFR
NA19223,1,1,43,1,0.0354966,-0.0043814,0.00150762,0.000718937,0.0163302,YRI,AFR
NA19225,1,2,29,2,0.0349727,-0.00457129,0.00198647,0.00168474,0.018179,YRI,AFR
NA19235,1,1,44,2,0.0350901,-0.00406093,0.00248496,0.00209931,0.0269333,YRI,AFR
NA19236,1,2,68,1,0.035092,-0.00445706,0.00162029,0.0026637,0.023629,YRI,AFR
NA19238,2,2,56,2,0.0350565,-0.00433162,0.000650587,2.34747e-05,0.0168238,YRI,AFR
NA19239,1,2,45,1,0.0356086,-0.00428796,0.000357627,0.000437774,0.0147862,YRI,AFR
NA19247,2,1,40,2,0.0350847,-0.00429342,0.00190585,0.0019884,0.0254601,YRI,AFR
NA19248,2,1,42,1,0.0352755,-0.00416583,0.00185738,0.00108816,0.0191295,YRI,AFR
NA19256,1,1,58,1,0.035473,-0.00441261,0.00109201,0.00155384,0.0167394,YRI,AFR
NA19257,1,2,51,2,0.0356941,-0.00416254,0.00163118,0.00174141,0.0142973,YRI,AFR
NA19307,1,2,47,1,0.0323567,-0.00298661,-2.39022e-05,0.000786481,0.0555869,LWK,AFR
NA19308,1,2,37,1,0.0326104,-0.00285035,-0.000106972,0.000637563,0.0532323,LWK,AFR
NA19309,2,2,52,1,0.0323781,-0.00291867,0.000322062,0.000595907,0.0526008,LWK,AFR
NA19310,2,1,43,2,0.0331457,-0.00379051,0.000548143,-0.000207745,0.0565142,LWK,AFR
NA19312,1,2,48,1,0.0323428,-0.00340099,0.000262569,0.00091245,0.0574701,LWK,AFR
NA19314,2,1,41,2,0.0312329,-0.00261295,0.000324559,0.000999939,0.0521522,LWK,AFR
NA19315,2,1,56,2,0.0315191,-0.0026604,0.000131419,0.00193285,0.0538483,LWK,AFR
NA19316,1,2,56,2,0.0322106,-0.00300335,0.000621755,0.00101035,0.0566836,LWK,AFR
NA19317,2,1,47,1,0.0327837,-0.00317768,0.000423787,0.000685165,0.057462,LWK,AFR
NA19318,2,2,44,1,0.0327563,-0.00325758,0.000375701,0.00126528,0.0620449,LWK,AFR
NA19319,2,1,40,1,0.032461,-0.00291204,0.000692424,0.000887903,0.0537212,LWK,AFR
NA19320,2,2,45,2,0.0325638,-0.00338938,0.000326895,0.00194113,0.0565749,LWK,AFR
NA19321,2,1,61,2,0.0324079,-0.00322365,0.000703686,0.00152953,0.0557087,LWK,AFR
NA19323,2,2,40,2,0.0312236,-0.00255115,-0.000680121,0.00131067,0.0490899,LWK,AFR
NA19324,1,1,57,2,0.0321818,-0.00306161,0.000737658,0.000668343,0.0503292,LWK,AFR
NA19327,1,2,32,2,0.0310731,-0.00245375,0.00118754,0.0019193,0.0535258,LWK,AFR
NA19328,1,2,61,2,0.0324299,-0.00285819,0.00120667,0.00133219,0.0567439,LWK,AFR
NA19331,2,2,56,1,0.0324268,-0.00328416,0.000799826,0.000906886,0.0689753,LWK,AFR
NA19332,2,1,54,2,0.0322411,-0.00349487,0.00208736,0.002486,0.060628,LWK,AFR
NA19334,2,2,71,1,0.0322107,-0.00337135,0.00181923,0.00303042,0.0731013,LWK,AFR
NA19338,1,1,64,2,0.0318222,-0.0030647,0.00192639,0.00335774,0.0619667,LWK,AFR
NA19346,2,1,50,1,0.0322241,-0.00367629,0.00210393,0.00267562,0.0631408,LWK,AFR
NA19347,2,2,44,1,0.0321174,-0.00316458,0.00179238,0.00324087,0.0682321,LWK,AFR
NA19350,1,2,44,1,0.0322304,-0.00311617,0.00233088,0.00278715,0.0670743,LWK,AFR
NA19351,2,2,48,2,0.0328089,-0.0035543,0.00127017,0.00164289,0.0529785,LWK,AFR
NA19355,2,2,52,2,0.0319804,-0.00323195,0.00119816,3.95425e-05,0.0551135,LWK,AFR
NA19360,2,2,89,1,0.0325926,-0.00311419,0.00037594,0.000995906,0.0546529,LWK,AFR
NA19372,2,2,20,1,0.0331083,-0.00315903,0.0003911,0.000719404,0.0500599,LWK,AFR
NA19374,1,1,48,1,0.0320916,-0.00317521,0.000563528,0.00107097,0.0537219,LWK,AFR
NA19375,1,1,41,1,0.032134,-0.00249933,0.000778473,0.00128524,0.0612245,LWK,AFR
NA19376,2,1,58,1,0.0329305,-0.00318298,-0.000215868,0.0011183,0.0620846,LWK,AFR
NA19377,1,2,58,2,0.0326911,-0.00313458,0.00028299,0.00134698,0.0534521,LWK,AFR
NA19378,2,2,49,2,0.0324843,-0.00295209,0.000462381,0.000355566,0.0471896,LWK,AFR
NA19379,1,1,50,2,0.0323714,-0.00280431,0.000811812,0.00156313,0.0541246,LWK,AFR
NA19380,2,2,53,1,0.0312926,-0.00310567,0.000951389,0.00159597,0.0536772,LWK,AFR
NA19383,2,1,37,1,0.0320649,-0.00330999,0.000821187,0.000838605,0.0515656,LWK,AFR
NA19384,2,2,52,1,0.0333805,-0.00363728,0.000526998,0.00116392,0.0576074,LWK,AFR
NA19385,2,1,57,1,0.032196,-0.00313471,0.000305248,0.000642444,0.0516165,LWK,AFR
NA19390,2,2,49,2,0.0323495,-0.00326174,0.00143112,0.000924495,0.0502512,LWK,AFR
NA19391,1,2,64,2,0.033116,-0.00357793,-1.97341e-05,0.000701291,0.0522547,LWK,AFR
NA19393,1,2,43,1,0.0324235,-0.003298,0.000244465,0.00191353,0.0567465,LWK,AFR
NA19394,2,2,34,1,0.0322831,-0.0030419,0.00048176,0.00123566,0.0560272,LWK,AFR
NA19395,2,2,58,2,0.0317762,-0.00304611,0.000393087,0.00131145,0.0512814,LWK,AFR
NA19397,2,2,55,1,0.0329004,-0.00331997,0.000471135,0.00197931,0.0588295,LWK,AFR
NA19399,1,2,50,2,0.0331417,-0.00353099,0.000163731,0.000578191,0.0533592,LWK,AFR
NA19401,1,2,55,2,0.0316858,-0.00322379,0.000955515,0.0013305,0.0525471,LWK,AFR
NA19403,1,1,60,2,0.0314043,-0.00256564,5.98923e-05,0.00167161,0.0538569,LWK,AFR
NA19404,1,2,51,2,0.0325829,-0.00328713,0.0003424,0.000817986,0.0533963,LWK,AFR
NA19428,1,2,48,1,0.0326543,-0.00314044,0.000780178,0.00118115,0.0532298,LWK,AFR
NA19429,1,1,50,1,0.0321161,-0.00363366,0.000280746,0.00224556,0.0529553,LWK,AFR
NA19430,2,2,41,1,0.0321962,-0.00293251,0.00127862,0.00149509,0.0582857,LWK,AFR
NA19431,1,1,43,2,0.0325123,-0.00350636,0.000677381,0.00181191,0.05573,LWK,AFR
NA19434,2,2,43,2,0.0319921,-0.00322875,0.000897977,0.00119127,0.0556006,LWK,AFR
NA19435,2,1,50,2,0.0316379,-0.00306512,0.00056758,0.00206,0.0520334,LWK,AFR
NA19436,1,1,52,2,0.0320792,-0.003235,0.00110539,0.00128848,0.0577648,LWK,AFR
NA19437,1,1,69,2,0.0314369,-0.00272226,0.000251009,0.00142184,0.0496094,LWK,AFR
NA19438,2,1,50,2,0.0325655,-0.00371079,0.0001508,0.00107364,0.0525169,LWK,AFR
